work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2023,Senior,Full-time,Data Manager,USD,110400,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Manager,USD,68000,United States,In-person,United States,M,Leadership and Management
2023,Mid-level,Full-time,Data Manager,USD,115500,United States,In-person,United States,M,Leadership and Management
2023,Mid-level,Full-time,Data Manager,USD,73500,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Business Intelligence Engineer,USD,140000,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Business Intelligence Engineer,USD,100000,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Data Analyst,USD,192000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,138240,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,USD,225000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,190000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,USD,207500,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,172900,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,USD,135000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,USD,70000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,254000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,185000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,USD,162000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,111000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,USD,225000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,156400,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Modeler,USD,147100,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Modeler,USD,90700,United States,In-person,United States,M,Data Architecture and Modeling
2023,Mid-level,Full-time,Data Analyst,USD,90000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,USD,70000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,USD,168400,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,105200,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Research Engineer,USD,237000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Engineer,USD,170112,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,EUR,25912,Italy,Remote,Italy,S,Data Science and Research
2023,Senior,Full-time,Data Scientist,EUR,134960,Netherlands,Hybrid,Netherlands,M,Data Science and Research
2023,Senior,Full-time,Business Intelligence Engineer,USD,155000,United States,Remote,United States,M,BI and Visualization
2023,Senior,Full-time,Business Intelligence Engineer,USD,130000,United States,Remote,United States,M,BI and Visualization
2023,Senior,Full-time,BI Developer,USD,105000,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,BI Developer,USD,70000,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Data Analyst,USD,140000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,120000,United States,In-person,United States,M,Data Analysis
2023,Entry-level,Full-time,Data Integration Specialist,USD,115000,Canada,In-person,Canada,M,Data Management and Strategy
2023,Entry-level,Full-time,Data Integration Specialist,USD,85000,Canada,In-person,Canada,M,Data Management and Strategy
2023,Senior,Full-time,ML Engineer,USD,260000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,ML Engineer,USD,234000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,204500,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,142200,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,AI Architect,USD,330000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,AI Architect,USD,204000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,USD,180000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,165000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,USD,185900,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,167310,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Data Analyst,USD,94600,United States,In-person,United States,M,Data Analysis
2023,Entry-level,Full-time,Data Analyst,USD,86000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,USD,297300,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,198200,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,USD,167000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,150000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,USD,121000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,101570,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Strategist,USD,175000,United States,Remote,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Strategist,USD,125000,United States,Remote,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Machine Learning Scientist,USD,325000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Scientist,USD,171000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Science Consultant,USD,180000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Science Consultant,USD,137000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,265000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,172000,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,Machine Learning Engineer,USD,155810,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Machine Learning Engineer,USD,106720,United States,In-person,United States,M,Machine Learning and AI
2023,Entry-level,Full-time,Data Scientist,USD,160800,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2023,Entry-level,Full-time,Data Scientist,USD,132200,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,USD,133000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,113000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,105000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,75000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,USD,208400,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,139000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,USD,157550,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,104650,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,240500,United States,In-person,United States,L,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,123700,United States,In-person,United States,L,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,205600,United States,In-person,United States,L,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,105700,United States,In-person,United States,L,Data Engineering
2023,Senior,Full-time,Business Data Analyst,USD,78000,United States,Remote,United States,L,Data Analysis
2023,Mid-level,Full-time,Data Engineer,USD,121000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,USD,78000,United States,In-person,United States,M,Data Engineering
2023,Entry-level,Full-time,Data Scientist,USD,85600,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Data Scientist,USD,48915,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Analyst,USD,78000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,USD,68000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Research Analyst,EUR,53444,Spain,Remote,Spain,M,Data Science and Research
2023,Senior,Full-time,Research Analyst,EUR,45150,Spain,Remote,Spain,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,275500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,206000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Business Intelligence Engineer,USD,202800,United States,In-person,United States,L,BI and Visualization
2023,Senior,Full-time,Business Intelligence Engineer,USD,104300,United States,In-person,United States,L,BI and Visualization
2023,Senior,Full-time,Research Analyst,EUR,56359,Italy,Remote,Italy,M,Data Science and Research
2023,Senior,Full-time,Research Analyst,EUR,47799,Italy,Remote,Italy,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,USD,154000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,102000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Modeler,USD,140000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Modeler,USD,100000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Strategist,USD,91000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Strategist,USD,86000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Scientist,USD,228000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,136000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,USD,180000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,140000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,USD,175000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,155000,United States,Remote,United States,M,Data Science and Research
2022,Entry-level,Full-time,Research Engineer,EUR,16455,Russian Federation,Remote,Russian Federation,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,USD,207611,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,127876,United States,Remote,United States,M,Data Analysis
2023,Entry-level,Full-time,Data Analyst,USD,111000,United States,In-person,United States,M,Data Analysis
2023,Entry-level,Full-time,Data Analyst,USD,104000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,BI Developer,USD,128000,United States,In-person,United States,M,BI and Visualization
2023,Mid-level,Full-time,BI Developer,USD,81500,United States,In-person,United States,M,BI and Visualization
2023,Entry-level,Full-time,Data Analyst,GBP,61520,United Kingdom,In-person,United Kingdom,M,Data Analysis
2023,Entry-level,Full-time,Data Analyst,GBP,43064,United Kingdom,In-person,United Kingdom,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,USD,97750,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,USD,75000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,USD,238000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,176000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,USD,192000,Canada,In-person,Canada,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,92000,Canada,In-person,Canada,M,Data Analysis
2023,Senior,Full-time,Data Engineer,USD,195000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,125000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Decision Scientist,USD,204500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Decision Scientist,USD,142200,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Data Analyst,USD,132600,United States,Remote,United States,M,Data Analysis
2023,Entry-level,Full-time,Data Analyst,USD,81500,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Engineer,USD,202400,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,USD,147200,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,USD,175000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,135000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,USD,238000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,176000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,USD,239000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,136000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Analyst,USD,54000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,USD,36000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,USD,176000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,118720,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,204500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,138900,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Engineer,USD,140000,United States,Remote,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,USD,95000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Research Engineer,USD,240000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Engineer,USD,157000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Engineer,USD,165000,United States,Remote,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,USD,136000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Applied Scientist,USD,230000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Applied Scientist,USD,196000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,272300,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,222800,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Engineer,USD,167500,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,USD,106500,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Manager,USD,172750,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Manager,USD,82500,United States,Remote,United States,M,Leadership and Management
2023,Mid-level,Full-time,Business Intelligence Engineer,USD,165600,United States,In-person,United States,L,BI and Visualization
2023,Mid-level,Full-time,Business Intelligence Engineer,USD,65800,United States,In-person,United States,L,BI and Visualization
2023,Senior,Full-time,Applied Scientist,USD,192000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Applied Scientist,USD,164000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Manager,USD,145000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Manager,USD,130000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Machine Learning Engineer,USD,226600,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,140100,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,USD,185900,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,129300,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,USD,331640,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,267720,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,USD,281000,Canada,In-person,Canada,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,181000,Canada,In-person,Canada,M,Data Science and Research
2023,Senior,Full-time,Analytics Engineer,USD,207611,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Analytics Engineer,USD,127876,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Research Engineer,USD,225000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Engineer,USD,168000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,USD,280600,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,158600,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,USD,200000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,140000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,283780,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,218540,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,USD,178500,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,100000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,USD,323300,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,184700,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Scientist,USD,248100,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Scientist,USD,145900,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Analytics Lead,GBP,123040,United Kingdom,In-person,United Kingdom,M,Leadership and Management
2023,Mid-level,Full-time,Data Analytics Lead,GBP,104584,United Kingdom,In-person,United Kingdom,M,Leadership and Management
2023,Mid-level,Full-time,Research Scientist,USD,185000,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,Research Scientist,USD,137700,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Research Scientist,USD,205500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Scientist,USD,132500,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Operations Analyst,USD,65100,United States,Remote,United States,M,Data Quality and Operations
2023,Mid-level,Full-time,Data Operations Analyst,USD,44640,United States,Remote,United States,M,Data Quality and Operations
2023,Senior,Full-time,Data Engineer,USD,181500,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,112200,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,USD,192000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,164000,United States,Remote,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Analyst,USD,161000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,USD,123000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,USD,247300,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,139700,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,USD,145000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,106000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,USD,200000,Canada,Remote,Canada,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,160000,Canada,Remote,Canada,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,USD,204600,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,126500,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,USD,278700,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,159300,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,USD,180000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,USD,140000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,USD,238000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,176000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Operations Engineer,USD,125000,United States,In-person,United States,M,Data Quality and Operations
2023,Senior,Full-time,Data Operations Engineer,USD,65000,United States,In-person,United States,M,Data Quality and Operations
2023,Mid-level,Full-time,Data Scientist,USD,230000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,USD,175000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Engineer,USD,130000,United States,Remote,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,USD,100000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Applied Scientist,USD,252990,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Applied Scientist,USD,162170,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Engineer,USD,183000,Canada,Remote,Canada,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,USD,122000,Canada,Remote,Canada,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,USD,253000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,172040,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,USD,310270,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,239080,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,USD,85000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,70000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Engineer,USD,135000,United States,Remote,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,USD,125000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Applied Scientist,USD,253000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Applied Scientist,USD,172040,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Engineer,USD,135000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,USD,108000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,225500,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,139400,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Manager,EUR,129562,Germany,Remote,United States,L,Machine Learning and AI
2023,Entry-level,Full-time,BI Data Analyst,USD,50000,Kenya,Remote,Kenya,S,Data Analysis
2023,Senior,Full-time,AI Engineer,USD,227850,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,AI Engineer,USD,180500,United States,Remote,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Analyst,USD,90000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,USD,70000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,USD,199000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,159000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Lead,USD,350000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Lead,USD,80000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Machine Learning Engineer,USD,240000,United Kingdom,In-person,United Kingdom,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,160000,United Kingdom,In-person,United Kingdom,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,USD,145000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,115000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Analyst,USD,107500,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,USD,96750,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,USD,174000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,104000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,ML Engineer,USD,275300,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,ML Engineer,USD,183500,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,USD,250000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,225000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,USD,174350,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,126800,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,USD,284050,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,193800,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,USD,300000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,200000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,232989,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,140000,United States,Remote,United States,M,Data Engineering
2023,Entry-level,Full-time,BI Data Analyst,USD,85000,Canada,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,USD,204500,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,142200,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,USD,147100,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,90700,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,USD,140000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,95000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,204500,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,138900,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Modeler,USD,168400,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Modeler,USD,105200,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Research Scientist,USD,205500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Scientist,USD,132500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,147100,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,90700,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,USD,247500,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,172200,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,USD,192000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,USD,138240,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,USD,168400,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,USD,105200,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Analytics Engineer,USD,150550,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Analytics Engineer,USD,116710,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Scientist,USD,180000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,USD,162000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,USD,226600,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,USD,140100,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Visualization Engineer,USD,147100,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Data Visualization Engineer,USD,90700,United States,In-person,United States,M,BI and Visualization
